AL_switch_point_mean,AL_switch_point_median,AL_switch_point_std,active_learning_strategy,budget_per_item_mean,budget_per_item_median,budget_per_item_std,budget_spent_per_item_mean,budget_spent_per_item_median,budget_spent_per_item_std,f1_mean,f1_median,f1_std,fn_count_mean,fn_count_median,fn_count_std,fp_count_mean,fp_count_median,fp_count_std,loss_mean,loss_median,loss_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,screening_out_threshold
0.1,0.1,0.0,random_sampling,3.0,3.0,0.0,2.999825525604117,2.999825525604117,0.0,0.4228648972753064,0.4043047572459337,0.07577591567081426,103.6,97.0,10.139033484509259,4606.8,4781.0,1220.4416004053614,0.14902439733635756,0.15467155194975138,0.034270998708999835,0.2756596669983015,0.2577978789769183,0.06809032365503435,0.9413031161473088,0.945042492917847,0.005744494892073245,0.99
0.3,0.3,0.0,random_sampling,3.0,3.0,0.0,2.999825525604117,2.999825525604117,0.0,0.3740409729064375,0.3698479171258541,0.028708331767792562,87.2,87.0,12.930583900195689,5566.2,5631.0,628.7079608212384,0.17453836982756116,0.1763936142371107,0.02005461139320629,0.23310384168311998,0.22957996990012314,0.02196745222385357,0.9505949008498584,0.9507082152974504,0.007326109858467814,0.99
0.5,0.5,0.0,random_sampling,3.0,3.0,0.0,2.999825525604117,2.999825525604117,0.0,0.2864374269925548,0.2866054117845402,0.003867990118489268,67.2,66.0,2.16794833886788,8393.4,8398.0,150.33396156557572,0.25384279856931,0.2536566925470354,0.004607614479453993,0.16827670597664668,0.16835016835016836,0.0026413430719947678,0.9619263456090652,0.9626062322946176,0.0012282993421347964,0.99
0.7,0.7,0.0,random_sampling,3.0,3.0,0.0,2.999825525604117,2.999825525604117,0.0,0.2223280517833528,0.22102287329735287,0.00463391091773492,47.0,45.0,5.522680508593631,11977.4,12079.0,344.45870579795195,0.35512518537904564,0.3577888278228503,0.00955499789527901,0.12550389079484425,0.12464671352996595,0.0029837139432864236,0.973371104815864,0.9745042492917848,0.003128997455293817,0.99
1.0,1.0,0.0,random_sampling,3.0,3.0,0.0,3.0131728168891216,3.0131728168891216,0.0,0.4178983214081519,0.4140650673677292,0.007985603166339303,1119.2,1129.0,19.740820651634518,679.4,688.0,21.066561181170503,0.1824827706534066,0.18386693419407368,0.002411161383210256,0.4873282955199582,0.4875,0.004956551784486865,0.3658923512747876,0.3603399433427762,0.011184600935770277,0.99
0.1,0.1,0.0,random_sampling,5.0,5.0,0.0,3.4929774055657328,3.4862892203902414,0.05811474434969927,0.8163058531776559,0.820691370305894,0.009601873516471248,108.2,110.0,9.549869109050658,637.8,626.0,42.49941176063499,0.034278402977696354,0.03434237692285324,0.00208513327846364,0.7222284415799016,0.7274706138441446,0.013590277509922692,0.9386968838526912,0.9376770538243626,0.0054106907133431754,0.99
0.3,0.3,0.0,random_sampling,5.0,5.0,0.0,3.7902934077757418,3.7881299252668006,0.03193473696923719,0.8085495542977897,0.8075253256150506,0.011696007065170159,81.0,82.0,14.882876066137214,716.8,707.0,41.847341612102426,0.032620896216813515,0.033789874669225624,0.0031882646520591377,0.7015673194049137,0.7030659386812264,0.013679738620717807,0.9541076487252124,0.9535410764872522,0.008432224400077758,0.99
0.5,0.5,0.0,random_sampling,5.0,5.0,0.0,4.31955567187182,4.313559568466661,0.02588506832242122,0.8110326956859174,0.8135838150289018,0.007602109275412871,66.0,64.0,6.123724356957946,726.0,717.0,39.261940858801154,0.03070749367530315,0.03062025647736195,0.0013927628037835405,0.7007631894896761,0.7039636663914121,0.011163400115094993,0.9626062322946176,0.9637393767705382,0.003469532213573909,0.99
0.7,0.7,0.0,random_sampling,5.0,5.0,0.0,4.9066678298293045,4.900491436215068,0.014829990092261025,0.8152333563034542,0.8166586883676401,0.006694434533961215,57.6,59.0,3.130495168499705,716.6,707.0,37.71339284657375,0.02921282968391055,0.029137224112361512,0.0008148886175932876,0.7045132646003838,0.7070037297969333,0.010640714853148471,0.9673654390934844,0.96657223796034,0.001773651653540901,0.99
1.0,1.0,0.0,random_sampling,5.0,5.0,0.0,5.019628369536769,5.019628369536769,0.0,0.4624433961710897,0.4637072585482904,0.0060801292763526,976.2,964.0,25.34166529650331,857.2,868.0,56.379960979057095,0.16686149640873535,0.16656488993573526,0.002386114117463591,0.4795602671022152,0.4824090638044126,0.010185880379733355,0.4469121813031161,0.4538243626062322,0.014357884020681753,0.99
0.1,0.1,0.0,random_sampling,7.0,7.0,0.0,3.5154787868213675,3.5281049172700567,0.04930524954670542,0.8142858139368716,0.8110486433634808,0.009004293489920283,104.8,104.0,7.661592523751183,653.0,667.0,53.43687865135836,0.034226060658931634,0.03480764197853965,0.000928938488758808,0.7180358266488492,0.7132416165090284,0.01598590555401971,0.9406232294617564,0.9410764872521248,0.004340845622521908,0.99
0.3,0.3,0.0,random_sampling,7.0,7.0,0.0,4.060810142778213,4.058565238884527,0.012343616525545031,0.804640346271357,0.8006668254346273,0.009269156055537178,74.8,75.0,6.418722614352485,746.4,769.0,50.42618367475372,0.032580185524440954,0.0327430282939312,0.0014070482340368512,0.6939202498301429,0.6872712484749899,0.014454898668930547,0.9576203966005666,0.9575070821529744,0.0036366700364603224,0.99
0.5,0.5,0.0,random_sampling,7.0,7.0,0.0,4.911000610660387,4.907644886446247,0.011476446758487113,0.8170887396250454,0.8159275154983309,0.008716303967749073,50.8,51.0,8.378544026261363,717.0,718.0,42.573465914816005,0.02823577306696909,0.0287301171886359,0.001758021344056744,0.7052541050070824,0.7044051049814739,0.012480514035705563,0.9712181303116146,0.9711048158640226,0.004747050439808178,0.99
