AL_switch_point_mean,AL_switch_point_median,AL_switch_point_std,active_learning_strategy,budget_per_item_mean,budget_per_item_median,budget_per_item_std,budget_spent_per_item_mean,budget_spent_per_item_median,budget_spent_per_item_std,f1_mean,f1_median,f1_std,fn_count_mean,fn_count_median,fn_count_std,fp_count_mean,fp_count_median,fp_count_std,loss_mean,loss_median,loss_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,screening_out_threshold
0.0,0.0,0.0,,3.0,3.0,0.0,2.04108,2.041,0.016248405049932326,0.9579097427539076,0.9598540909629858,0.0073518158144801424,20.8,20.0,3.9944405810520647,1.6,1.0,1.3498971154211057,0.021120000000000003,0.0201,0.0039035027005669327,0.9938195228500688,0.9960149241882988,0.00516296572565201,0.92463768115942,0.927536231884058,0.014472610800913291,0.99
0.1,0.1,1.4628472785736255e-17,random_sampling,3.0,3.0,0.0,1.8264,1.821,0.03652968351598164,0.967223072842528,0.9655741740657464,0.00785395342167146,10.6,10.5,3.627058802329452,7.4,6.0,4.742245131674331,0.01208,0.0124,0.003285253245777088,0.9732177624048801,0.9777364725320116,0.01627599617347337,0.9615942028985508,0.9619565217391304,0.013141517399744394,0.99
0.29999999999999993,0.3,5.851389114294502e-17,random_sampling,3.0,3.0,0.0,2.2117400000000003,2.2075,0.04891162552104671,0.9683712740724716,0.9697571565879592,0.006403106180995689,10.8,10.0,4.541169697580374,6.5,5.5,2.838231060987733,0.0121,0.0113,0.004180643225363506,0.9762625422999032,0.9795091101576864,0.00971862354389191,0.9608695652173914,0.9637681159420288,0.016453513397030318,0.99
0.5,0.5,0.0,random_sampling,3.0,3.0,0.0,2.60016,2.5945,0.03973107376125428,0.9673274735709352,0.9680337877059187,0.005303491726837239,11.1,11.5,1.8529256146249728,6.8,6.0,2.6583202716502514,0.012460000000000002,0.0126,0.0018355743878506626,0.9750648599367407,0.977859477124183,0.009419778681739929,0.959782608695652,0.9583333333333334,0.006713498603713651,0.99
0.7000000000000001,0.7,1.1702778228589004e-16,random_sampling,3.0,3.0,0.0,2.99688,3.0,0.006247630662010141,0.9590334982433328,0.9697005470968788,0.022900277917759674,16.9,12.0,11.425604773684606,5.0,5.5,1.699673171197595,0.017900000000000003,0.0129,0.011461723740830222,0.9810504662759044,0.979838980207984,0.006385414397278117,0.9387681159420292,0.9565217391304348,0.041397118745234066,0.99
1.0,1.0,0.0,random_sampling,3.0,3.0,0.0,2.9639999999999995,2.964,4.681111291435602e-16,0.6566114828945862,0.6546725388373978,0.02424812275031866,117.3,115.0,9.49912276651551,48.5,46.5,11.654755824698059,0.127,0.1248,0.00875087297232555,0.76809071871681,0.7742531169136673,0.03774837934398589,0.5750000000000001,0.5833333333333333,0.034417111472882296,0.99
0.0,0.0,0.0,,5.0,5.0,0.0,2.0366,2.0387,0.01983509796071379,0.962390833186518,0.9617902109563912,0.007489967226565506,18.4,18.0,4.376706016578628,1.7,2.0,1.0593499054713802,0.01874,0.0185,0.00424897373230028,0.9934963996213516,0.9923954372623576,0.004057731334512422,0.9333333333333332,0.9347826086956522,0.01585763049485009,0.99
0.1,0.1,1.4628472785736255e-17,random_sampling,5.0,5.0,0.0,1.9245600000000005,1.9296,0.03564214733523595,0.9715396435775544,0.9743097643097643,0.006731334318890159,9.6,9.0,3.5023801430836525,6.0,6.0,2.905932629027116,0.0108,0.0099,0.0033373309362090212,0.9781138061678404,0.9781815296731196,0.010352800090133434,0.9652173913043478,0.9673913043478259,0.012689783127114692,0.99
0.29999999999999993,0.3,5.851389114294502e-17,random_sampling,5.0,5.0,0.0,2.61032,2.6051,0.02594904408429891,0.968863621060971,0.9689379963102592,0.013864802227941595,10.8,11.0,5.7503623074260855,6.2,6.5,2.6583202716502514,0.01204,0.0122,0.00603972037616165,0.9771383181424034,0.9756131902790685,0.00980740765226683,0.9608695652173912,0.960144927536232,0.02083464604139887,0.99
0.5,0.5,0.0,random_sampling,5.0,5.0,0.0,3.2888000000000006,3.2830000000000004,0.016694110738021798,0.976334014994976,0.9781414237935976,0.008487766297879134,7.7,8.0,3.1287200080686173,5.3,5.5,2.4060109910158123,0.008759999999999999,0.0086,0.003349029710229517,0.9806604992046496,0.9801282051282052,0.008789159169075174,0.972101449275362,0.9710144927536232,0.01133594205821962,0.99
0.7000000000000001,0.7,1.1702778228589004e-16,random_sampling,5.0,5.0,0.0,4.00344,4.0045,0.016469986170135214,0.9817443703475484,0.9811357310307859,0.004641091041443683,4.4,4.5,2.2705848487901865,5.7,6.0,2.213594362117865,0.005539999999999999,0.0053,0.0021562312801119764,0.979519341101378,0.9784943473792396,0.007770434587949277,0.9840579710144924,0.9836956521739132,0.008226756698515159,0.99
1.0,1.0,0.0,random_sampling,5.0,5.0,0.0,4.944000000000001,4.944,9.362222582871203e-16,0.7776572670273127,0.7846034933561143,0.02657828390693911,73.7,72.0,13.292019326565011,41.5,40.5,5.911382616989401,0.08199999999999999,0.07999999999999999,0.01253297871838756,0.8303020821276311,0.8312222756667201,0.015578333656402541,0.7329710144927536,0.7391304347826086,0.04815949031364136,0.99
0.0,0.0,0.0,,7.0,7.0,0.0,2.0451599999999996,2.0547,0.01782627274558539,0.9635859945704892,0.9626860476449048,0.003888814288774239,17.9,19.0,2.282785822435191,1.6,1.0,1.1737877907772674,0.01822,0.0191,0.0021816405651608967,0.9938731679126998,0.996108890503876,0.004423855055028776,0.9351449275362318,0.9311594202898552,0.00827096312476517,0.99
