num_items_queried,training_size_mean,proportion_positives_mean,precision_mean,recall_mean,f1_mean,training_size_median,precision_median,recall_median,f1_median,training_size_std,precision_std,recall_std,f1_std,sampling_strategy
10.0,10.0,0.5,0.2892051884869836,0.39055903738526004,0.31365894169326713,10,0.2855158531436258,0.38033298647242453,0.31311715549050817,0.0,0.023700712283619276,0.19675621553569417,0.0787212725596135,uncertainty_sampling
60.0,54.5,0.369868042275821,0.3328009188548179,0.07529340755147207,0.08759669730713152,59,0.3176948434188839,0.007284079084287201,0.014382524998299437,7.5901983578238,0.32671207142751946,0.13679894746776425,0.13372565232855718,uncertainty_sampling
110.0,95.7,0.35428784822232096,0.2980616092233991,0.2390160111283941,0.14887396072104825,96,0.3061874154834998,0.03431002442448852,0.05582843306814251,13.166033740061753,0.20488849849741714,0.38650980913673105,0.1768605398227917,uncertainty_sampling
160.0,137.5,0.3522595154629212,0.29975122115300956,0.05024857163254666,0.07130862820009043,146,0.34709609789995644,0.01040582726326743,0.019939779656429606,23.717082451262836,0.18408175010106273,0.08132172546160976,0.10390799127597806,uncertainty_sampling
210.0,178.3,0.3687731596641812,0.3972359112142899,0.03391585774520218,0.05936206125303787,185,0.496922024623803,0.013527575442247659,0.025846027010050253,33.49975124285751,0.25661857935747706,0.039107427319948526,0.0652856338820343,uncertainty_sampling
260.0,225.3,0.38120331187094036,0.4343196116818966,0.2349528709050041,0.16248984406046693,235,0.507172131147541,0.06810462507652934,0.1189993742622448,39.27127873310638,0.3037888755808432,0.3718720549474675,0.17720373474935922,uncertainty_sampling
310.0,273.3,0.3956111405045551,0.5680688449526772,0.046405771015552495,0.07572412017664355,285,0.6171875,0.013527575442247659,0.026369846457053335,44.78603452962639,0.2242956621579226,0.07023300077495871,0.10033339756336973,uncertainty_sampling
360.0,323.1,0.41912678819894617,0.5135576879639971,0.08354624535685928,0.12262446019274986,335,0.5533199195171026,0.04162330905306972,0.07811964052960142,45.34913940136508,0.23158116395849002,0.0928846000588792,0.11675072719964835,uncertainty_sampling
410.0,371.1,0.43059372419384945,0.530910604805259,0.08687091798434148,0.13765296417917425,385,0.5676353293061991,0.07284079084287201,0.13063913291301718,51.06956040539216,0.25573090158644857,0.08288675191989893,0.11770327315251541,uncertainty_sampling
460.0,420.9,0.44035015122830157,0.5609662429627518,0.10289578380109077,0.15753694978284222,435,0.589210652976095,0.08480749219562955,0.1482528562689373,51.6493519374208,0.2462869654132514,0.09962474016335188,0.12537013497988075,uncertainty_sampling
