num_items_queried,training_size_mean,proportion_positives_mean,precision_mean,recall_mean,fbeta_mean,loss_mean,training_size_median,precision_median,recall_median,fbeta_median,loss_median,training_size_std,precision_std,recall_std,fbeta_std,loss_std,sampling_strategy
260.0,236.6,0.5014525116857148,0.7514727115533469,0.6575125432642001,0.6643702217059103,0.6488894974536308,246.0,0.763382528152504,0.6762295081967213,0.6772205320118196,0.6234931311157246,24.753002062600633,0.12226731457275099,0.05798269939858171,0.05999037282206009,0.11926360953697676,uncertainty_sampling
310.0,286.6,0.4881513297655312,0.7890113709470861,0.6445888224088433,0.6540117805194096,0.6630429234041468,296.0,0.7516776914965009,0.6737704918032787,0.6865965591024805,0.6033153484793816,24.753002062600633,0.10110501984475229,0.09606257090602295,0.09235623112802498,0.167005597922387,uncertainty_sampling
360.0,336.6,0.494977703919136,0.7262306227613387,0.6650825038233478,0.667421135832824,0.6450120262076288,346.0,0.7241303952955067,0.6795081967213115,0.6916201689334551,0.5972075266410799,24.753002062600633,0.1438009938554173,0.09805314432865958,0.09376147842166077,0.17488141154691622,uncertainty_sampling
410.0,386.6,0.4857890866027817,0.7869155828753662,0.6745829196962786,0.6819663923254055,0.6117478334518873,396.0,0.7668337314784455,0.7073770491803278,0.7064896976989021,0.5711169284467714,24.753002062600633,0.09757743381488093,0.09462024608800416,0.0903037969862296,0.16486717364001993,uncertainty_sampling
460.0,436.6,0.481190763497767,0.7919055996088258,0.6675356175042257,0.6755742598643939,0.6236698449650955,446.0,0.7952066476281135,0.6934426229508197,0.6999310156073795,0.5802792321116929,24.753002062600633,0.11469608189102733,0.09937126426186287,0.09654310159167911,0.17756753174512416,uncertainty_sampling
510.0,486.6,0.4814502514847062,0.8063584898624276,0.6821196104209706,0.6905114509918623,0.5943299617859226,496.0,0.7910155623295363,0.7221311475409835,0.7231209543357762,0.5395463797615585,24.753002062600633,0.09160509101475406,0.10250094562168555,0.0990279715627254,0.18093230920060077,uncertainty_sampling
560.0,536.6,0.48649727482448835,0.7941388805207001,0.6958879557833169,0.702545734862176,0.572723388893517,546.0,0.8086732149151099,0.7295081967213115,0.7304406888980876,0.5263927562583723,24.753002062600633,0.0795902010556318,0.1009330246331678,0.09686746776673281,0.17744504102609007,uncertainty_sampling
610.0,586.6,0.4884704383286613,0.799313915463099,0.6965385956910198,0.7034006547125812,0.5707476169319106,596.0,0.8064814814814816,0.7188524590163934,0.7290347648747577,0.5279927773015987,24.753002062600633,0.08774848204747474,0.10561930264166121,0.1019615082890265,0.1862836537308427,uncertainty_sampling
660.0,636.6,0.48942048754269807,0.7851005497769334,0.7014593115290708,0.7062046624027972,0.5668201207671991,646.0,0.795047258979206,0.7360655737704918,0.7411512026620866,0.5021815008726004,24.753002062600633,0.11269542067098577,0.1112615324588468,0.10718601408831141,0.19598989560795665,uncertainty_sampling
710.0,686.6,0.4851253260063143,0.795008987227877,0.7011368087789434,0.7070735393741653,0.5638515381553266,696.0,0.7898941932688142,0.7434426229508196,0.7469873802555703,0.49505670252980516,24.753002062600633,0.09347683636548873,0.1143297824530154,0.10998034894293719,0.20044220431927665,uncertainty_sampling
