num_items_queried,training_size_mean,proportion_positives_mean,precision_mean,recall_mean,f1_mean,training_size_median,precision_median,recall_median,f1_median,training_size_std,precision_std,recall_std,f1_std,sampling_strategy
10.0,10.0,0.5,0.13915982090937423,0.5237729627885068,0.21612192657764456,10.0,0.14612036945138696,0.5337662337662337,0.22990173563983052,0.0,0.0352101341848461,0.1521496507406719,0.04649828722901703,uncertainty_sampling
60.0,29.8,0.32132881235309474,0.32503642150137435,0.18331135186057462,0.1813860103616912,28.0,0.25878136200716845,0.11948051948051948,0.1586862995697802,8.270429251254134,0.22152179084386484,0.1566960564991856,0.11657525437820683,uncertainty_sampling
110.0,67.9,0.34859399835859234,0.32793709601055265,0.09272727272727271,0.13292898823457502,68.5,0.3069053708439898,0.05454545454545455,0.09400103653796321,18.16865432551349,0.3180730149775142,0.10348439349019099,0.13817328543832183,uncertainty_sampling
160.0,108.2,0.3905389481484427,0.6944840797165479,0.12285445124823362,0.19403398975127906,104.5,0.7193200663349917,0.14155844155844155,0.2343459507696884,26.98476936677017,0.162143270996799,0.07880689321943975,0.11457455469840053,uncertainty_sampling
210.0,158.2,0.4276651278134057,0.6140153763458424,0.20543839580109008,0.24947544232615376,154.5,0.6734539969834088,0.18051948051948052,0.2482793954401844,26.98476936677017,0.2182179612101135,0.14047803890954866,0.11385973444997159,uncertainty_sampling
260.0,208.2,0.4424767935908592,0.5636512757060782,0.28593634344929686,0.2994129226208907,204.5,0.6175444715730729,0.2116883116883117,0.29697534341552195,26.98476936677017,0.20444325124003618,0.21569846311769555,0.0941479614467391,uncertainty_sampling
310.0,258.2,0.4400343297522188,0.6480900601774395,0.22698539802166745,0.31942758180413955,254.5,0.6821196045333976,0.24805194805194802,0.35952496495201125,26.98476936677017,0.08700427042464881,0.10248781166790158,0.10928753536920291,uncertainty_sampling
360.0,308.2,0.45593238841671047,0.6015214198805758,0.2867283493708364,0.3558504875304328,304.5,0.6433823529411764,0.3246753246753247,0.39413112793941807,26.98476936677017,0.11927237072336995,0.14705489378682138,0.13725671325586553,uncertainty_sampling
410.0,358.2,0.4484921275109291,0.6526458024205586,0.28335509050534957,0.3795626375435594,354.5,0.6792353823088455,0.2792207792207792,0.3869781992374621,26.98476936677017,0.10030623325440825,0.1225825118903701,0.1300895561289281,uncertainty_sampling
460.0,408.2,0.4492418600636123,0.6819097703360649,0.29322252876657023,0.39559365115531964,404.5,0.6728470732454797,0.3142857142857143,0.4357406678905499,26.98476936677017,0.07303675359435582,0.12405223045767094,0.13388658595843733,uncertainty_sampling
