AL_switch_point_mean,AL_switch_point_median,AL_switch_point_std,active_learning_strategy,budget_per_item_mean,budget_per_item_median,budget_per_item_std,budget_spent_per_item_mean,budget_spent_per_item_median,budget_spent_per_item_std,f_beta_mean,f_beta_median,f_beta_std,fn_count_mean,fn_count_median,fn_count_std,fp_count_mean,fp_count_median,fp_count_std,loss_mean,loss_median,loss_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std
0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.5329549756708929,0.5326884320838372,0.02658894026927112,10.9,11.0,2.282785822435191,288.3,287.5,3.3015148038438356,0.3428,0.342,0.012488216668346014,0.13265512491276432,0.13293172690763053,0.006325728414599957,0.8018181818181818,0.8,0.041505196771548895
0.09999999999999999,0.1,1.4628472785736255e-17,objective_aware_sampling,1.0,1.0,0.0,1.0,1.0,0.0,0.42876877546016845,0.429192455054524,0.011477499156875579,4.9,5.0,1.286683937707919,623.5,628.0,16.311209506212453,0.648,0.6505000000000001,0.01680608355460739,0.07440929525582098,0.07464703721198762,0.0023882317665918297,0.9109090909090908,0.9090909090909091,0.023394253412871255
0.19999999999999998,0.2,2.925694557147251e-17,objective_aware_sampling,1.0,1.0,0.0,1.0,1.0,0.0,0.42721654346610993,0.42717419072296636,0.019173047154640525,5.7,5.0,1.7029386365926402,610.6,624.5,35.28361281577233,0.6390999999999999,0.6525000000000001,0.03593960984144869,0.07490573047992563,0.07402253002542299,0.004845526581301225,0.8963636363636363,0.9090909090909091,0.030962520665320736
0.3,0.30000000000000004,5.851389114294502e-17,objective_aware_sampling,1.0,1.0,0.0,1.0,1.0,0.0,0.4298850967326744,0.43145284919626825,0.011818707532148035,4.5,4.5,1.7159383568311668,629.1,633.0,13.73114869355235,0.6516000000000001,0.6485000000000001,0.01117735806589972,0.07430729567866828,0.07483318471804018,0.0018991167189361126,0.918181818181818,0.9181818181818182,0.031198879215112132
0.39999999999999997,0.4,5.851389114294502e-17,objective_aware_sampling,1.0,1.0,0.0,1.0,1.0,0.0,0.42540142312435264,0.4239085119535372,0.0071543589491998285,5.4,5.0,1.0749676997731399,621.5,628.0,24.11200715180901,0.6485,0.6555,0.020849993338661357,0.07396497606029753,0.07339941858499814,0.0020592269716988043,0.9018181818181817,0.9090909090909091,0.01954486726860255
0.5,0.5,0.0,objective_aware_sampling,1.0,1.0,0.0,1.0,1.0,0.0,0.5177972209973465,0.5185839577065293,0.024837907880433677,10.6,11.0,0.8432740427115677,320.0,321.5,46.823545833741,0.373,0.3715,0.04493452026127697,0.12357945545003453,0.12277866325056232,0.01506112610220774,0.8072727272727273,0.8,0.015332255322028487
0.6,0.6000000000000001,1.1702778228589004e-16,objective_aware_sampling,1.0,1.0,0.0,1.0,1.0,0.0,0.4611365067541614,0.46584436972483356,0.022782190159344212,10.4,10.5,2.0655911179772892,428.6,428.0,42.48712223198408,0.4806,0.485,0.03998944305132989,0.09481497021280486,0.09422185437563521,0.00793518834380507,0.8109090909090909,0.8090909090909091,0.037556202145041594
0.7000000000000001,0.7000000000000001,0.0,objective_aware_sampling,1.0,1.0,0.0,1.0,1.0,0.0,0.44712750792470357,0.4523177149553358,0.027980644390551264,9.6,10.0,2.1186998109427604,481.2,472.5,110.93221153278951,0.5292,0.521,0.10086933241685613,0.08881640283797801,0.08812778014298928,0.01370783665044003,0.8254545454545454,0.8181818181818181,0.03852181474441379
0.0,0.0,0.0,,2.0,2.0,0.0,1.7017999999999998,1.7029999999999998,0.012254704312131643,0.706390174267417,0.7053342517123944,0.023012713225596906,15.3,15.5,1.3374935098492586,27.3,27.0,2.496664441476534,0.1038,0.103,0.007671013260609348,0.5931048819882381,0.5953824626865671,0.025090038023821926,0.7218181818181819,0.7181818181818183,0.024318063815441073
0.09999999999999999,0.1,1.4628472785736255e-17,objective_aware_sampling,2.0,2.0,0.0,1.9997,2.0,0.0009486832980504797,0.6320909937180305,0.6109257176570364,0.07667228570503982,8.7,9.0,1.9465068427541912,202.3,196.5,104.73994250311367,0.24580000000000002,0.2465,0.09749962962892617,0.23243128328860255,0.1863589567604667,0.13419529146189652,0.8418181818181818,0.8363636363636363,0.03539103350462163
0.19999999999999998,0.2,2.925694557147251e-17,objective_aware_sampling,2.0,2.0,0.0,2.0,2.0,0.0,0.6182321963610117,0.6052439218178929,0.09038480058621517,7.7,7.0,2.110818693198342,237.2,241.5,117.14739054332841,0.27569999999999995,0.2815,0.11555186425728205,0.1958404033743917,0.16315536315536316,0.08749277854560447,0.86,0.8727272727272727,0.0383785216945153
0.3,0.30000000000000004,5.851389114294502e-17,objective_aware_sampling,2.0,2.0,0.0,1.7398,1.7465,0.05388423805818462,0.7648770257655343,0.7623792270531402,0.03331036273042223,12.7,12.5,2.0027758514399734,15.7,13.5,7.874713398664812,0.07919999999999999,0.0805,0.011554700823089757,0.7387473593200058,0.7587144227694276,0.07823655560024308,0.7690909090909093,0.7727272727272727,0.036414106389817714
0.39999999999999997,0.4,5.851389114294502e-17,objective_aware_sampling,2.0,2.0,0.0,1.7022,1.7035,0.03171680241694545,0.7462072103206845,0.7403743315508022,0.03528551093751543,14.1,14.5,2.1317702607092643,12.1,12.5,2.2335820757001272,0.0826,0.084,0.010362324921453572,0.7728823321471366,0.7669683257918551,0.033170383200426416,0.7436363636363637,0.7363636363636363,0.038759459285623
