AL_switch_point_mean,AL_switch_point_median,AL_switch_point_std,active_learning_strategy,budget_per_item_mean,budget_per_item_median,budget_per_item_std,budget_spent_per_item_mean,budget_spent_per_item_median,budget_spent_per_item_std,crowd_accuracy,f_beta_mean,f_beta_median,f_beta_std,fn_count_mean,fn_count_median,fn_count_std,fp_count_mean,fp_count_median,fp_count_std,loss_mean,loss_median,loss_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std
0.0,0.0,0.0,,6.0,6.0,0.0,0.012448748146209544,0.012445840239611504,0.0008279962987096909,0.6,0.3512109329347317,0.3512123292789137,2.3539143180343696e-05,0.0,0.0,0.0,32604.7,32604.5,3.368151487751767,0.9481142225711711,0.948108406757975,9.794269934431106e-05,0.05135337274563445,0.05135367114370419,5.0326426870567074e-06,1.0,1.0,0.0
0.09999999999999999,0.1,1.4628472785736255e-17,objective_aware_sampling,6.0,6.0,0.0,0.6001308557969118,0.5980836895518916,0.004725652920836581,0.6,0.3512127231240816,0.3511773893840333,8.809997234032756e-05,0.1,0.0,0.31622776601683794,32601.7,32609.5,17.876427681913036,0.9480415249062201,0.948253802087877,0.0004857741889487643,0.05135510427188369,0.05134620141015672,2.0870507764121322e-05,0.9999433427762039,1.0,0.00017916587309734774
0.19999999999999998,0.2,2.925694557147251e-17,objective_aware_sampling,6.0,6.0,0.0,1.2060949722294922,1.2059961034051585,0.004189476159015751,0.6,0.3512854786846289,0.3512857269111607,0.00013447293475860354,0.3,0.0,0.48304589153964794,32585.8,32589.5,18.510057326281363,0.947608246823112,0.947672220768269,0.0005212737444237207,0.051373353856965176,0.051369762478833056,2.6842499065683295e-05,0.999830028328612,1.0,0.0002736803918071494
0.3,0.30000000000000004,5.851389114294502e-17,objective_aware_sampling,6.0,6.0,0.0,1.8069382651429233,1.8071185553520022,0.003884660417165,0.6,0.3514809872705273,0.35150959929897235,0.0001386196606456898,0.2,0.0,0.6324555320336759,32560.6,32560.5,15.233005102226036,0.9468609148274156,0.9468289278548373,0.00042763697236331184,0.05141382889188847,0.05141725172604655,2.4759008469367265e-05,0.999886685552408,1.0,0.0003583317461947306
0.39999999999999997,0.4,5.851389114294502e-17,objective_aware_sampling,6.0,6.0,0.0,2.413574107999651,2.4161359737125245,0.008491698037477008,0.6,0.35152210939426365,0.3515204534734264,0.00020716401566836976,0.5,0.0,0.8498365855987975,32546.5,32543.0,29.923049458383897,0.9464945185960627,0.9465381371950332,0.0008279452345832543,0.051426683784650526,0.051426240537816206,4.135579687651718e-05,0.9997167138810198,1.0,0.000481493816203299
0.5,0.5,0.0,objective_aware_sampling,6.0,6.0,0.0,3.0333217017069414,3.0339207304661375,0.008954909267209023,0.6,0.3520033790424086,0.3519953689093046,0.00023994925154224872,0.2,0.0,0.42163702135578396,32486.1,32481.5,30.7334417930118,0.9446945244118761,0.9445316816423857,0.0009035279623709286,0.05152569167296902,0.051528028752941574,4.90930482330853e-05,0.999886685552408,1.0,0.00023888783079646363
0.6,0.6000000000000001,1.1702778228589004e-16,objective_aware_sampling,6.0,6.0,0.0,3.6474483119602192,3.645380790369013,0.008888352653181648,0.6,0.35236390112764304,0.3523165061187833,0.00018814695233778406,0.2,0.0,0.42163702135578396,32434.8,32440.0,31.69928144997051,0.9432027683270814,0.94339759806915,0.0008877241886410804,0.05160297718425784,0.051590085394246255,4.2185696732248464e-05,0.999886685552408,1.0,0.00023888783079646365
0.7000000000000001,0.7000000000000001,0.0,objective_aware_sampling,6.0,6.0,0.0,4.264375236267411,4.263223705254587,0.012101171775291504,0.6,0.3527304653689384,0.3527389744278447,0.00028523268119747675,0.1,0.0,0.31622776601683794,32385.5,32384.0,39.651958057298735,0.9417546308412573,0.9417691703742476,0.0011533474298013927,0.05168027706395981,0.05168072187922537,6.050141417285615e-05,0.9999433427762039,1.0,0.00017916587309734774
0.0,0.0,0.0,,6.0,6.0,0.0,5.793823606385763,5.794251068655674,0.007683953892422535,0.7,0.7164329693294094,0.7168725100740936,0.005291315951152287,194.1,191.0,13.312066372697783,4470.7,4468.0,59.40641566550049,0.15822501381255635,0.1589316351158801,0.002097091524624945,0.26003000683137073,0.2594459158519816,0.0025125662008368744,0.8900283286118981,0.8917847025495751,0.007542247236655968
0.09999999999999999,0.1,1.4628472785736255e-17,objective_aware_sampling,6.0,6.0,0.0,5.184625897816162,5.19956962982349,0.08337787473911971,0.7,0.6331062075757623,0.6409751073188354,0.025216170869555733,63.7,62.5,6.815831244650615,9324.1,8967.0,1069.1749103345483,0.2803978016226119,0.2696792579022362,0.03128304840568014,0.15558130356512043,0.1597402710382873,0.014648615537965719,0.9639093484419263,0.9645892351274787,0.003861660761841697
0.19999999999999998,0.2,2.925694557147251e-17,objective_aware_sampling,6.0,6.0,0.0,5.7035418302364125,5.700805490127657,0.03016114731111707,0.7,0.6898999083111528,0.6897159379490982,0.009120635941664514,53.7,56.5,7.789594198530356,7212.3,7210.5,316.843827636126,0.21753467678618166,0.21679897641687748,0.009213632191528582,0.19199091309813412,0.19223424886683105,0.006875085926087192,0.9695750708215298,0.9679886685552408,0.004413367817864239
0.3,0.30000000000000004,5.851389114294502e-17,objective_aware_sampling,6.0,6.0,0.0,5.99396027799587,5.999651051208235,0.017985589977968692,0.7,0.705525005484194,0.7067360347794267,0.009207092987565843,44.6,45.5,6.275171533733383,6782.8,6692.5,312.31707535060514,0.20372212044549126,0.2012998342493239,0.00910308228004599,0.20256244606846466,0.20437347435157988,0.00725650220953023,0.9747308781869688,0.9742209631728045,0.0035553379794523387
