AL_switch_point_mean,AL_switch_point_median,AL_switch_point_std,active_learning_strategy,budget_per_item_mean,budget_per_item_median,budget_per_item_std,budget_spent_per_item_mean,budget_spent_per_item_median,budget_spent_per_item_std,f_beta_mean,f_beta_median,f_beta_std,fn_count_mean,fn_count_median,fn_count_std,fp_count_mean,fp_count_median,fp_count_std,loss_mean,loss_median,loss_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std
0.0,0.0,0.0,,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.35140042610543837,0.35140462301152764,1.812270953927658e-05,0.0,0.0,0.0,32577.6,32577.0,2.5905812303633926,0.947326179883102,0.9473087324435139,7.533168252533306e-05,0.0513938958913379,0.05139479354725991,3.876376434562827e-06,1.0,1.0,0.0
0.09999999999999999,0.1,1.4628472785736255e-17,objective_aware_sampling,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.3549366918600561,0.35447906972372273,0.001641215914353908,5.8,5.0,2.973961069759395,31920.6,31970.5,258.956109537247,0.9290645264474104,0.9308354415656168,0.0073094409811355334,0.05223561722332386,0.052137307220136916,0.0003706612324322978,0.9967138810198299,0.9971671388101983,0.001684963778900486
0.19999999999999998,0.2,2.925694557147251e-17,objective_aware_sampling,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.35740198817595903,0.35731027088905143,0.0006320691656728734,11.7,11.0,2.540778533354601,31418.6,31432.0,87.09407429772578,0.9153246677716712,0.9156416295908576,0.002408260525813167,0.05285523590115963,0.05284331840054006,0.0001287650225003182,0.993371104815864,0.9937677053824363,0.0014395345798042941
0.3,0.30000000000000004,5.851389114294502e-17,objective_aware_sampling,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.36192937264331204,0.36139763260022684,0.0024431099493764114,16.2,16.0,5.2451035367389185,30686.5,30765.5,272.15528655530466,0.894690162551979,0.8975689900840385,0.0080577322845944,0.05392017984696279,0.053804986369363664,0.0005058494047744342,0.9908215297450426,0.9909348441926346,0.0029717300491438757
0.39999999999999997,0.4,5.851389114294502e-17,objective_aware_sampling,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.36539338488720674,0.36532975884780006,0.0019905191935587416,20.8,20.5,6.408327915038888,30106.6,30174.0,249.77287460588846,0.8784960307074936,0.8805141178865334,0.007059690834337577,0.05476423481770674,0.05474334572875691,0.0004201721678823305,0.9882152974504248,0.988385269121813,0.0036307806884072983
0.5,0.5,0.0,objective_aware_sampling,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.3680813954219916,0.36772875770640295,0.001472790923762265,24.4,26.0,5.561774297230456,29663.3,29625.0,182.5054337090634,0.8661287039460293,0.8656110965715781,0.0050787374743139135,0.05542759983072263,0.05543445776586553,0.0003058684636446296,0.9861756373937679,0.9852691218130312,0.003151146910612161
0.6,0.6000000000000001,1.1702778228589004e-16,objective_aware_sampling,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.371905160160925,0.3718107107619928,0.0018393942879265245,29.4,32.0,5.699902533279748,29048.4,29022.5,301.9088162563878,0.8489749629241908,0.8488760940998575,0.008247015420814043,0.0563838166931422,0.05644622410118314,0.00045489332830060285,0.983342776203966,0.9818696883852691,0.0032294065344361357
0.7000000000000001,0.7000000000000001,0.0,objective_aware_sampling,1.0,1.0,0.0,0.9999418418680392,0.9999418418680392,0.0,0.3755326662919326,0.37538478434728817,0.0020600997357616466,21.4,20.0,3.306559138036598,28802.5,28863.5,226.76921699776136,0.8406612579603943,0.842158829858385,0.006687401961552012,0.05708387489130974,0.057025710568199536,0.00045297637438426145,0.9878753541076488,0.9886685552407932,0.0018734046107856108
0.0,0.0,0.0,,2.0,2.0,0.0,1.9998836837360785,1.9998836837360785,0.0,0.5293640594446073,0.5293661651784665,0.0026445911726553526,67.3,65.5,8.083591061183416,14488.0,14466.0,87.44522094812653,0.43108261362645023,0.4302538602460089,0.0026771435381006607,0.10489121580468364,0.10494114416856098,0.0006799490766845171,0.9618696883852692,0.9628895184135977,0.004579938278290882
0.09999999999999999,0.1,1.4628472785736255e-17,objective_aware_sampling,2.0,2.0,0.0,1.9998836837360785,1.9998836837360785,0.0,0.5050849792333331,0.5087197450493764,0.01318694224822612,52.8,54.0,10.358034991681043,16325.6,16101.5,1018.9265811518402,0.4824100729884556,0.4757771380383262,0.028930194916962478,0.09515626657587069,0.09615502043976937,0.004600438510342609,0.9700849858356939,0.9694050991501416,0.005868575066108241
0.19999999999999998,0.2,2.925694557147251e-17,objective_aware_sampling,2.0,2.0,0.0,1.9998836837360785,1.9998836837360785,0.0,0.4891428782444825,0.491370822170552,0.006232592492530416,44.5,45.5,6.851601597031489,17573.2,17559.5,450.3669614880737,0.517482334467417,0.5156299979644654,0.01299037131524082,0.08921655742029122,0.08970962246687433,0.0020417659151563835,0.9747875354107649,0.9742209631728045,0.0038819272504427827
0.3,0.30000000000000004,5.851389114294502e-17,objective_aware_sampling,2.0,2.0,0.0,1.9998836837360785,1.9998836837360785,0.0,0.4628465754079552,0.4569622967240996,0.013539162306017824,49.4,49.0,5.253570214625479,19494.6,19979.0,1101.3448546612858,0.5740672889586788,0.5875861467329669,0.03160977609223748,0.08108967795476853,0.07920269106154094,0.004369007090913373,0.9720113314447592,0.9722379603399434,0.0029765270337821243
