f_beta_mean,f_beta_median,f_beta_std,fn_count_mean,fn_count_median,fn_count_std,fp_count_mean,fp_count_median,fp_count_std,loss_mean,loss_median,loss_std,num_items_queried,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,sampling_strategy
0.02273925932423992,0.007846829880728186,0.07379375034699244,689.9,701.0,55.314210944263294,42.78,13.0,151.58551129130606,0.2538732189590087,0.2557429485315499,0.009186139357006622,140,0.2777239229025241,0.2777777777777778,0.003906702890135544,0.02280453257790405,0.007082152974504249,0.07834874071425418,objective_aware_sampling
0.004418714064281131,0.0,0.030710130801887732,702.98,706.0,20.999730679795906,6.7,0.0,46.76207604363042,0.2560046525152606,0.2566152951439372,0.004233581413059395,240,0.01619834710743795,0.0,0.08160842073880051,0.00427762039660057,0.0,0.029744661019541024,objective_aware_sampling
0.16372778419762557,0.16364177328176138,0.020815308511535804,595.9,596.0,14.509754164403004,255.7,258.0,25.88410191577296,0.23518464669962366,0.23538819424251237,0.0037134069511436086,340,0.3007786525706342,0.29891304347826086,0.010230491472449326,0.1559490084985718,0.1558073654390935,0.020552059722950558,objective_aware_sampling
0.14146635637296923,0.13634297833661566,0.02592803902356095,612.34,616.0,18.699104099461493,163.06,157.0,40.20086589214261,0.23442570514687355,0.23531549869148008,0.004359748017194373,440,0.36562915846053656,0.3643724696356275,0.016544245190276377,0.1326628895184068,0.1274787535410765,0.026485983143713317,objective_aware_sampling
0.21494043793295806,0.21229544449358687,0.01468018361635424,560.1,562.0,10.81269425988468,286.22,285.0,22.89630574649196,0.2243908112823612,0.22499273044489676,0.0029751141984009273,540,0.3379173488010986,0.3356643356643357,0.015229383296198516,0.20665722379604398,0.20396600566572237,0.015315430963009271,objective_aware_sampling
0.09788566617029211,0.09240720776220546,0.02684712144263183,642.24,646.0,18.423187985485423,84.1,79.0,26.032146817542497,0.23955364931667888,0.240549578365804,0.004916720498547884,640,0.43165422347440646,0.4316546762589928,0.009056897735445674,0.0903116147308824,0.08498583569405099,0.026095167118251317,objective_aware_sampling
0.10091363060284832,0.09545804464973057,0.027058796432051516,640.26,644.0,18.584560429528853,83.52,79.0,23.90504518629034,0.2387917999418459,0.23982262285548125,0.005072578433824259,740,0.4402661100766514,0.4397163120567376,0.007378726847295334,0.09311614730878623,0.08781869688385269,0.026323739985167856,objective_aware_sampling
0.18913211863642915,0.18526819064694455,0.022932307743772945,579.12,582.0,17.411800539320694,220.48,215.0,43.95662775603369,0.22652515266064746,0.2271735969758651,0.003388346421598769,840,0.3665194562916195,0.36578171091445427,0.013434976801855953,0.17971671388102817,0.17563739376770537,0.024662606996204567,objective_aware_sampling
0.1856292038479517,0.18501939719486718,0.0036265632081508166,581.46,582.0,3.505862514726857,229.56,224.0,50.23260840059528,0.22803576621111515,0.22782785693515556,0.0024534592518158536,940,0.3552554287947572,0.3563218390804598,0.025264039823831817,0.17640226628896005,0.17563739376770537,0.004965810927375275,objective_aware_sampling
0.12522756987192127,0.12377750611246945,0.009533908931795522,624.02,625.0,6.445830558536395,109.68,109.0,4.3522135775764195,0.234790636813029,0.23509741203838325,0.0020267102783194137,1040,0.42734769508037856,0.4263157894736842,0.006909082734009973,0.1161189801699626,0.11473087818696884,0.009130071612657687,objective_aware_sampling
0.10978600909033286,0.10445468509984639,0.026617188484057613,634.32,638.0,18.386210126811914,92.98,88.0,24.595813347597062,0.23732044198895721,0.23829601628380342,0.004901067885633564,1140,0.4356075924889062,0.4358974358974359,0.00241607693175895,0.1015297450424978,0.09631728045325778,0.026042790547892786,objective_aware_sampling
0.167554431909517,0.1637604245640637,0.018847098693317,595.36,598.0,13.120559636984948,135.64,133.0,13.08850244990664,0.2262605408549062,0.22702820587380051,0.0038176905677961563,1240,0.44885969546016796,0.44813278008298757,0.003619936414968192,0.15671388101983685,0.1529745042492918,0.01858436209204697,objective_aware_sampling
0.18031219238013171,0.1767104666968736,0.01766112094845227,586.48,589.0,12.353310600464699,152.56,150.0,12.995567817729466,0.22426286711254428,0.22499273044489676,0.0035974787196768106,1340,0.4389825354184393,0.43820224719101125,0.0059053578320839295,0.16929178470253814,0.16572237960339944,0.0174976070828105,objective_aware_sampling
0.2011095072671602,0.19424785423881946,0.035262719759533205,571.88,577.0,26.584733792552566,167.2,158.0,53.17189052982342,0.2200203547542636,0.22121256179121837,0.005953149443015748,1440,0.4480121394531155,0.44947735191637633,0.012342878875530164,0.18997167138809049,0.18271954674220964,0.03765543030106565,objective_aware_sampling
0.25974257323824806,0.25398700531600704,0.03213952515006226,529.5,534.0,25.54528838256679,254.74,246.0,56.01108810905864,0.21097993602793358,0.21198022681011922,0.005318168742055685,1540,0.4107762149719337,0.41148325358851673,0.00921690063754795,0.25000000000000705,0.24362606232294617,0.036183128020632935,objective_aware_sampling
0.3244714807780088,0.3209700427960058,0.023174352495196608,478.38,481.0,18.05858057305397,430.86,431.0,28.511605941000578,0.20520209363185898,0.20616458272753707,0.0053585156742751985,1640,0.3457978178452415,0.3429878048780488,0.015028402082607804,0.3224079320113222,0.31869688385269124,0.025578726024155816,objective_aware_sampling
0.39630389995597987,0.39437396580253725,0.02016648436083006,418.62,420.0,16.72908347355609,607.9,612.0,45.930733647561,0.19635068333818476,0.19715033439953475,0.004679711757049568,1740,0.32180136426350636,0.3184855233853007,0.018542855966890048,0.4070538243626312,0.40509915014164305,0.02369558565659498,objective_aware_sampling
