num_items_queried,precision_mean,recall_mean,f_beta_mean,loss_mean,fn_count_mean,fp_count_mean,precision_median,recall_median,f_beta_median,loss_median,fn_count_median,fp_count_median,precision_std,recall_std,f_beta_std,loss_std,fn_count_std,fp_count_std,sampling_strategy
240,0.28141210029639263,0.13559281669228837,0.13861272492609192,0.2571348352582365,953.8,373.8,0.27918781725888325,0.14221014492753623,0.15145668531738377,0.2558,947.0,273.0,0.0591798902129294,0.10710253134900631,0.1042141178102157,0.013033995924851837,118.2509753561921,344.3959848452215,objective_aware_sampling
440,0.29431135388216906,0.041701486065670854,0.04353126993583946,0.26942451727413685,1057.4,101.6,0.30185979971387694,0.0036231884057971015,0.0040209087253719345,0.27538623068846557,1100.0,8.0,0.20735028032954436,0.07508539972697782,0.07783764209045492,0.011086093283601972,82.99853840308977,193.61831643472254,objective_aware_sampling
640,0.38823009325422275,0.11271055881850568,0.11705473791677497,0.25579509524523825,979.0,221.0,0.4628099173553719,0.08703535811423391,0.09514370664023787,0.2551,1007.0,67.0,0.2275429004459228,0.10011129139684412,0.09821102890103958,0.01264497270572191,110.18068082371904,320.3610933392552,objective_aware_sampling
840,0.35866991196288645,0.36861770270802996,0.3238397621602705,0.24999438278086042,696.6,1517.0,0.3220338983050847,0.3269927536231884,0.32649000633083114,0.22835,743.0,760.0,0.15223777525293872,0.20485106859685978,0.11637570194265434,0.044366403265261985,225.88440050867268,1956.2028411071167,objective_aware_sampling
1040,0.5410077905766879,0.27203838017527965,0.2818403018123969,0.21602594120294002,803.2,304.6,0.5577689243027888,0.2536231884057971,0.26825062272465994,0.21708914554272285,824.0,222.0,0.07957267222346602,0.10209615599983134,0.09495834026433927,0.0166878577756022,112.44346080466079,238.71573418341097,objective_aware_sampling
1240,0.5342266058691656,0.3079301181231686,0.3163710791290485,0.20892601319934032,763.6,360.6,0.5545112781954887,0.26721014492753625,0.28181123423767673,0.21408929553522324,809.0,237.0,0.09017095115776176,0.09964883375217759,0.08777765871852605,0.013279876113209403,109.78070673587688,286.6395041810232,objective_aware_sampling
1440,0.4484730443694956,0.37923022849409366,0.3190146865701061,0.2656057467126645,685.0,1887.2,0.538370720188902,0.41304347826086957,0.4228878790689048,0.24378781060946952,648.0,391.0,0.18943106184671216,0.24508735566068085,0.14768798457337298,0.10443952816499011,270.4909792636598,3159.905017935576,objective_aware_sampling
1640,0.4486753173060678,0.36998157199732,0.3165064450552483,0.2620257677116151,695.2,1764.6,0.5509950248756219,0.401268115942029,0.41247672253258844,0.239938003099845,661.0,361.0,0.1862606705910629,0.22987769970422778,0.14232990992473232,0.09721668955307688,253.7020513143743,2932.1607257269047,objective_aware_sampling
1840,0.49589769705686293,0.43305165753478797,0.3683559743910281,0.257116211189441,625.6,2014.4,0.5649779735682819,0.40344514959202177,0.4131847725162489,0.2113894305284736,658.0,395.0,0.21036042197504115,0.22501416370651378,0.10493259895058038,0.12080490691943128,248.29379880761388,3505.6034723372754,objective_aware_sampling
2040,0.49924375093394324,0.41618921386994534,0.36596466340173733,0.24918619419029076,644.2,1762.8,0.5498426023084995,0.40797824116047143,0.41724617524339364,0.21413929303534823,653.0,408.0,0.2144707153146465,0.1908690881107516,0.10243168664698227,0.10619292996374353,210.635671894648,2987.7738013837825,objective_aware_sampling
2240,0.5011468294571917,0.44170674182401015,0.4451210383644071,0.17922656167191653,616.0,504.6,0.48544698544698545,0.4230072463768116,0.42851899431088275,0.1838,637.0,495.0,0.047703249132767335,0.06308757287452685,0.0531541782913143,0.009725530816730506,69.45010138879978,162.57179318595962,objective_aware_sampling
2440,0.4904827182395709,0.44950398780664025,0.4507758060786782,0.17904655367231653,607.4,544.0,0.4647495361781076,0.453804347826087,0.4548756128563647,0.17959102044897754,603.0,577.0,0.05645540782303915,0.06769707508193185,0.05790402266842893,0.009942241585154644,74.5489115023524,187.5076080930678,objective_aware_sampling
2640,0.3103676126878415,0.6331431405783987,0.5610260571723815,0.19139668666566662,404.8,1804.0,0.3403755868544601,0.5965548504079783,0.5563151598017433,0.1692,445.0,1405.0,0.08065695928783695,0.07259620001459624,0.029456820847443332,0.03176523499547604,80.14214884294037,964.7164893179265,objective_aware_sampling
2840,0.31145889491881645,0.6447480192360746,0.5640751418136124,0.19409662616869144,392.0,1922.0,0.31904161412358134,0.6875,0.5726215329555621,0.17014149292535374,345.0,1620.0,0.09433640262340844,0.09131660774664044,0.037224229516957086,0.03214474523186972,100.81537149876888,1083.1467392258776,objective_aware_sampling
3040,0.3069705791102024,0.6916719224250061,0.5940514826362794,0.19746523723813827,340.2,2248.4,0.34807417974322397,0.6636446056210336,0.6084788029925188,0.1655,371.0,1371.0,0.10058968452566787,0.05013594761046235,0.03865797638265155,0.07026901316339339,55.26961847395899,1640.1228922480102,objective_aware_sampling
3240,0.29923012942552074,0.7052641347050838,0.5932202677792242,0.20873473576321194,325.2,2548.8,0.30954258675078866,0.7116953762466002,0.6239382239382238,0.16705,318.0,1751.0,0.10710169841260818,0.06692172095424234,0.04594865391423542,0.08965777800610446,73.80301523292435,2108.2803609718926,objective_aware_sampling
3440,0.2949732863292553,0.7321148186106391,0.6239271107720353,0.18414675466226735,295.6,2205.0,0.27068437180796734,0.720108695652174,0.6299792461672357,0.18145,309.0,2142.0,0.0802508045345918,0.06649383327171426,0.009720863383665967,0.03384523219508822,73.41898888566968,1035.6227637879244,objective_aware_sampling
3640,0.29188283650732594,0.7370080938678437,0.6255251666827893,0.18545675466226727,290.2,2258.2,0.26688963210702343,0.7228260869565217,0.6222044195206622,0.1822,306.0,2192.0,0.08115025133067523,0.06521670108751178,0.016340223313754735,0.03592476791571077,72.00543678660149,1053.4361788579454,objective_aware_sampling
3840,0.3574359958113423,0.7032802501740995,0.6364711395737009,0.15538697665116696,327.4,1470.8,0.37435367114788004,0.6699909338168631,0.633139136394791,0.15525,364.0,1210.0,0.05179722833421666,0.05566264036091543,0.027032970589132458,0.012570031341338954,61.41509453284255,484.4744906344107,objective_aware_sampling
4040,0.3521322372430355,0.701647187512317,0.6339195770527576,0.1569769431528424,329.2,1493.6,0.35590706870983685,0.6627379873073436,0.6281687720202801,0.15709214539273036,372.0,1303.0,0.050366113969227196,0.05475378266054367,0.027591356513045773,0.011758278894637384,60.399471056426485,455.21682574522475,objective_aware_sampling
4240,0.3391923829985097,0.731368172441432,0.6535126410386561,0.15441677116144192,296.4,1606.4,0.33091495364772266,0.7192028985507246,0.6465261910806465,0.15465,310.0,1657.0,0.03599650191666249,0.03167676549558165,0.0123573302019395,0.007517641652252295,34.88773942828781,302.4747590556471,objective_aware_sampling
4440,0.34215802050901295,0.7279226943645121,0.6516772675487589,0.15427678016099183,300.2,1584.6,0.33374033374033374,0.7146739130434783,0.6435433137804982,0.15635,315.0,1602.0,0.03911218104473215,0.037021075183641915,0.01524028957236871,0.007743232988369623,40.78272373880338,331.73967789350866,objective_aware_sampling
4640,0.3236322764611704,0.758383920007357,0.6667055919535143,0.1558369311534425,266.6,1783.8,0.30592592592592593,0.7644927536231884,0.6597886679424244,0.16115,260.0,1874.0,0.03497225500835551,0.023854100551844167,0.011440507639950546,0.010757362992833457,26.320875540312734,307.986526847238,objective_aware_sampling
4840,0.317183829250512,0.7640044608248923,0.667455544186629,0.15793690815459224,260.4,1856.8,0.30170846964740095,0.7635869565217391,0.6642604822607895,0.16454177291135444,261.0,1921.0,0.03675367275412519,0.02416627226677033,0.009448201099074639,0.011850075441721678,26.68170595812459,345.86158477184983,objective_aware_sampling
5040,0.3267749282872312,0.7661660556847578,0.6660921887225721,0.1599366791660415,258.0,1908.8,0.3111504424778761,0.7961956521739131,0.6654465592972182,0.1535423228838558,225.0,1946.0,0.07424490297699715,0.053996821796071494,0.01506157328604044,0.02093672568570389,59.51170818295095,692.3058471849788,objective_aware_sampling
5240,0.32478598724688407,0.7661668768970005,0.6659249751925242,0.1601466726663664,258.0,1913.0,0.3041695146958305,0.7835144927536232,0.6657877389584708,0.1552922353882306,239.0,2036.0,0.07143465472540694,0.0520420017785763,0.015309217467781152,0.020430514749002385,57.35781860251233,667.1128211397468,objective_aware_sampling
5440,0.3069353688542219,0.7808508087298153,0.6746851741623402,0.1591266906654665,241.8,1973.6,0.3029871977240398,0.7717391304347826,0.6735916899720337,0.16099195040247988,252.0,1960.0,0.02499042093913262,0.03216276475823869,0.009539225335843898,0.00720180789678812,35.43193261366781,316.8152020798686,objective_aware_sampling
5640,0.3065627493591002,0.7819385864637948,0.6754231797106491,0.1589167391630419,240.6,1975.4,0.2993031358885017,0.7780797101449275,0.6755900522730872,0.16179191040447977,245.0,2011.0,0.02324346768372374,0.03308687323788969,0.012159342163844497,0.005424619946437623,36.449869443608975,283.77399581666015,objective_aware_sampling
5840,0.3290463223030081,0.7683330705454154,0.6709932066668627,0.1566863886805659,255.6,1855.8,0.3657117278424351,0.7443336355394379,0.6718197516651592,0.14235,282.0,1417.0,0.060055729679948766,0.04495366917256197,0.010411001013044674,0.021232348543898175,49.49862383408136,655.3399398001371,objective_aware_sampling
6040,0.32399150886223327,0.7741349350256862,0.673421746144304,0.15732636918154141,249.2,1900.6,0.3598090277777778,0.7515865820489573,0.6777859537241435,0.14225,274.0,1475.0,0.057161496891407905,0.04127564055429846,0.008881302669722617,0.0209345725569278,45.442567302881585,633.0122219016974,objective_aware_sampling
6240,0.3657476199687978,0.7500303848529047,0.6755714055998258,0.14324692665366753,275.8,1486.0,0.3872340425531915,0.742520398912058,0.6800605915650163,0.1399,284.0,1296.0,0.04517226626712323,0.03744776401488684,0.01167339932268847,0.009051676495385854,41.215864357641095,378.5181099973415,objective_aware_sampling
6440,0.36344760589954056,0.7552871286478248,0.6784959541381653,0.1432068926553672,270.0,1514.2,0.39171822941456447,0.7461468721668177,0.6810290404040404,0.1385,280.0,1278.0,0.04679381629481989,0.0357705885855599,0.010000186158712584,0.0102037586671659,39.36382397961193,391.71381759342756,objective_aware_sampling
6640,0.38382340317985597,0.7445972446686902,0.6791648977175638,0.13747715864206803,281.8,1340.6,0.38633193863319387,0.7533998186763372,0.6842190801235168,0.1371,272.0,1320.0,0.032378219253806226,0.0291081194668489,0.012591185743026357,0.004092751735663543,32.01797248105745,229.6101630291921,objective_aware_sampling
6840,0.3816216338838505,0.7462252158145772,0.6792900230020643,0.1380571496425178,280.0,1361.2,0.3937649880095923,0.7443336355394379,0.6834831834831835,0.13795,282.0,1264.0,0.03437026401433481,0.034639771607924454,0.015024431649077378,0.004389107690818187,38.114176839995835,266.7669216304571,objective_aware_sampling
7040,0.41137555859909447,0.7330007423758654,0.6790229263972548,0.13210733413329354,294.6,1169.2,0.42389006342494717,0.7264492753623188,0.678052079810619,0.13135,302.0,1090.0,0.025799581116620188,0.022825957848756243,0.010815902714082932,0.003190909608845345,25.11018755380658,170.22921256390342,objective_aware_sampling
7240,0.41087158720378075,0.7362635828504593,0.681446147011933,0.1315673396330183,291.0,1176.4,0.41995841995842,0.7318840579710145,0.6812816188870152,0.1305,296.0,1116.0,0.025809965303018427,0.02208088817917922,0.010952253270219927,0.003648692789975641,24.287133730946206,166.38680106176548,objective_aware_sampling
7440,0.42905998737543954,0.7253927036934837,0.6783186013769732,0.12911741312934347,303.0,1067.4,0.4318681318681319,0.7234814143245694,0.6787445776983924,0.1281,305.0,1034.0,0.011089821554422967,0.01682013758282383,0.010531207598379905,0.0013682477461403042,18.539421375208477,74.23862817323253,objective_aware_sampling
7640,0.4296880754799979,0.7297421722049218,0.6818486722638238,0.12813744362781856,298.2,1071.8,0.4344528710725894,0.7271078875793291,0.6812197400832413,0.1281,301.0,1044.0,0.013158489069454733,0.01696476559293557,0.009945229669175739,0.0007561823834392229,18.68505418777265,84.05266206373238,objective_aware_sampling
7840,0.4422698548523722,0.7183223947862885,0.6759764163623455,0.12773746112694367,310.8,1000.8,0.44528521536670546,0.7180417044424298,0.6758255823875757,0.12775,311.0,998.0,0.00838728636403715,0.017550469339315967,0.012511253105129183,0.002547453083601332,19.31785860329629,56.3766991175417,objective_aware_sampling
8040,0.43921337922476333,0.7201356314136683,0.676741947566418,0.1279674636268187,308.8,1015.4,0.43902439024390244,0.7189483227561196,0.6755835747146022,0.1284,310.0,1018.0,0.006782710844957716,0.015377413152466973,0.011039494426884363,0.0022803190891113774,16.92838947952138,46.67603080652695,objective_aware_sampling
8240,0.4479772374250846,0.7166955733375383,0.6760613884180764,0.12691745062746856,312.6,975.4,0.44733861834654587,0.7155797101449275,0.6750982737993505,0.1272936353182341,314.0,976.0,0.008243961902246834,0.008851036486136346,0.005453323030015082,0.0008198921784093625,9.827076298239897,43.319411683117686,objective_aware_sampling
8440,0.44697630874082583,0.7174203752611455,0.6764267016695756,0.12695745162741867,311.8,980.2,0.44733861834654587,0.7155797101449275,0.6750982737993505,0.12715,314.0,976.0,0.007601698056378483,0.007487872035632175,0.004346399969497332,0.0004776067430254538,8.324662155306912,39.78613280574486,objective_aware_sampling
8640,0.4402451035986088,0.7215901625343266,0.6781601285885098,0.1274874586270687,307.2,1013.8,0.43663530713890425,0.7243880326382592,0.6783444959642795,0.12825,304.0,1018.0,0.012111532033383212,0.005487207390061706,0.003910768923275894,0.00212415988154066,6.190149329212413,52.2180831238394,objective_aware_sampling
8840,0.4414508112450999,0.7206853508875669,0.6776317548633519,0.1274874551272437,308.2,1008.8,0.4376731301939058,0.7262012692656392,0.6788710907704043,0.12765,302.0,1030.0,0.015308595974789363,0.009444438490596783,0.004861539487992769,0.0015794777086493795,10.551832848874568,70.60444911826815,objective_aware_sampling
9040,0.4472106760858386,0.7159709356563789,0.6752671572504052,0.12726746062696867,313.4,978.4,0.438195991091314,0.7128623188405797,0.6740312419090361,0.12635,317.0,1009.0,0.014562418258804407,0.009272813820684836,0.00741932520480658,0.0030181881239761538,10.3043345415814,59.231631810178506,objective_aware_sampling
9240,0.4464368124110175,0.7165145781596963,0.6755026432860999,0.12732746362681868,312.8,982.6,0.4389709906951286,0.7164855072463768,0.6733060946544092,0.1265,313.0,1021.0,0.015593793456340089,0.007912418729980067,0.005616596490090671,0.002628158096318004,8.812869377601539,64.74501267794045,objective_aware_sampling
