num_items_queried,precision_mean,recall_mean,f_beta_mean,loss_mean,precision_median,recall_median,f_beta_median,loss_median,precision_std,recall_std,f_beta_std,loss_std,sampling_strategy
240,0.13763285989443114,0.6086071726438682,0.44721408019136866,0.0945348819536475,0.13031914893617022,0.6238532110091743,0.45637583892617445,0.09332751853467074,0.027060684449220856,0.08395086419412319,0.047603077839385936,0.014034917507122982,objective_aware_sampling
440,0.27457584778933075,0.5012677231025858,0.4565971658940627,0.06240267404639584,0.28,0.4909090909090909,0.4521739130434783,0.063981387232805,0.06359310082886208,0.10786884729597544,0.08828509049916086,0.009077270066365902,objective_aware_sampling
640,0.22929544351326275,0.5521601334445381,0.47574388712515614,0.06821810686618293,0.2237442922374429,0.5779816513761468,0.4659014179608373,0.06572633415733604,0.05355521935486145,0.08534892267178566,0.06315280727308534,0.012965575440833653,objective_aware_sampling
840,0.37778165926706314,0.555613010842371,0.5251872139440316,0.05146976181034791,0.36619718309859156,0.5321100917431193,0.4869857262804366,0.05060346081140032,0.10081327791943863,0.09030397594867998,0.07872599221369272,0.00865490476910889,objective_aware_sampling
1040,0.4053759446573219,0.5154962468723937,0.49854947276984724,0.05199316133341534,0.47297297297297297,0.5045871559633027,0.46848381601362865,0.051330522029954924,0.11832023197058952,0.07940684699276307,0.08125831475324237,0.010256292628892168,objective_aware_sampling
1240,0.601220475258478,0.5868390325271075,0.5875547184127116,0.039256545395307485,0.6116504854368932,0.5727272727272728,0.5763952424519672,0.03997674080534962,0.08078584656858219,0.04696132496909483,0.04735163003142695,0.004802760176495859,objective_aware_sampling
1440,0.6189760627107725,0.5886071726438683,0.5910905175553407,0.038587919647971744,0.6195652173913043,0.6,0.5935251798561151,0.04012211077191452,0.08184585270359819,0.06189578843708138,0.06207471186332239,0.0058852546358322145,objective_aware_sampling
1640,0.6432020516615695,0.612510425354462,0.6150591593089259,0.03629039774191001,0.616822429906542,0.6,0.6016408386508659,0.03794156127344091,0.05963190822046711,0.055952034213802515,0.05441008656269603,0.004988072271767139,objective_aware_sampling
1840,0.6518880124507754,0.5997164303586319,0.6038902696118865,0.03704643994405635,0.6435643564356436,0.5909090909090909,0.5957836846929424,0.03853424458339392,0.0674886824179589,0.0590807085116905,0.05673323424750191,0.0050774723208613015,objective_aware_sampling
2040,0.6630419217859003,0.6106255212677225,0.6150725911077224,0.03591250347227488,0.6504854368932039,0.6,0.6021897810218978,0.037661771121128396,0.051115274633303245,0.07170591383470393,0.06819503244803324,0.005943146178937009,objective_aware_sampling
2240,0.6338548502645307,0.5960467055879881,0.5992418945798375,0.03759895573758253,0.6153846153846154,0.5727272727272728,0.5788982259570495,0.03924989097252508,0.05321392158958813,0.0775108075338107,0.07390570923711239,0.006521285929906577,objective_aware_sampling
2440,0.6110057333970378,0.6015012510425343,0.6020164321065805,0.03783161532752017,0.5739130434782609,0.5818181818181818,0.5791855203619909,0.039261305801948525,0.05589607481065395,0.06491856230413023,0.06201972092613013,0.005577371627585716,objective_aware_sampling
2640,0.6064114661769582,0.616146788990827,0.6145612430078996,0.0369882412248551,0.5630252100840336,0.5909090909090909,0.5876865671641791,0.03881378107283035,0.06948852135000762,0.07088923758866653,0.06791860056992656,0.006264465394200217,objective_aware_sampling
2840,0.6064861639105493,0.619849874895746,0.6180298317805234,0.03669737446028737,0.5663716814159292,0.5871559633027523,0.5945945945945946,0.039831370838784706,0.05982241346728204,0.06681956815650492,0.06367622145666285,0.005861889079802295,objective_aware_sampling
3040,0.6059536191413123,0.6179482902418669,0.6163516832998098,0.03681393255184454,0.5982142857142857,0.6090909090909091,0.6046931407942239,0.037796191306876,0.0450984547656287,0.056578580722856577,0.053070956444992594,0.004702393781597146,objective_aware_sampling
3240,0.6005766419003912,0.6289741451209337,0.6256262872481545,0.036232156745562766,0.5789473684210527,0.6090909090909091,0.6008968609865472,0.03895915103939526,0.05690986076210541,0.05859460100719886,0.05605218592355873,0.005254760906936337,objective_aware_sampling
3440,0.6057455448686293,0.6307589658048364,0.6276630909497305,0.03597054153832118,0.5789473684210527,0.6055045871559633,0.6122448979591837,0.03750545137374618,0.055610308252633286,0.06030774799087453,0.05691705750918295,0.005169637615003804,objective_aware_sampling
3640,0.5887309182046043,0.6326105087572973,0.6273722341311446,0.03634847808510235,0.5614035087719298,0.6055045871559633,0.611111111111111,0.03895915103939526,0.056039532748211836,0.0569265673527888,0.05348873269398597,0.004945052698221365,objective_aware_sampling
3840,0.5821497098910761,0.6381484570475404,0.6315008299477234,0.03620292209909504,0.5546218487394958,0.6181818181818182,0.6039076376554174,0.038970481314526684,0.06633611139175614,0.0583708539565822,0.05622511851797837,0.005496018618813677,objective_aware_sampling
4040,0.5889516339869277,0.6399499582985818,0.6339022540053001,0.03585405954562681,0.5630252100840336,0.6146788990825688,0.61054579093432,0.03809800785226116,0.05927317584155756,0.0571106364315922,0.05429651582037202,0.005150815652305531,objective_aware_sampling
4240,0.5855246192656282,0.6417681401167662,0.6349650494239624,0.03585406800105598,0.5666666666666667,0.6238532110091743,0.6176203451407811,0.03737094663370656,0.05959023021277164,0.057419689211309,0.05391831243014656,0.005044549444487474,objective_aware_sampling
4440,0.586606746821001,0.6472560467055878,0.6401111182731635,0.035417907368786125,0.552,0.6330275229357798,0.6227758007117437,0.03722553438999564,0.056778632332077965,0.05413835648563339,0.05145520462422006,0.004885006112357881,objective_aware_sampling
4640,0.5892286266786197,0.6490742285237676,0.6419846233502557,0.035214372504736705,0.5491803278688525,0.6146788990825688,0.6192236598890942,0.03692397150748655,0.059245786000784034,0.05926562253310621,0.05611807306496713,0.005269754369838669,objective_aware_sampling
4840,0.5736919919023745,0.6527272727272713,0.643146516821105,0.03544704900553261,0.5403225806451613,0.6238532110091743,0.6186518928901199,0.03706934147405146,0.051478929539235434,0.05680290948642765,0.05158624236417001,0.004625002759137226,objective_aware_sampling
5040,0.5679234398483182,0.6527272727272712,0.6424409788071889,0.03565059232501111,0.5396825396825397,0.6330275229357798,0.6205035971223022,0.03809800785226116,0.05408515882448167,0.05117856824394748,0.04708980640351151,0.004379501893490253,objective_aware_sampling
5240,0.5660814580088118,0.6581984987489569,0.6469421499834089,0.035330761487709944,0.5476190476190477,0.6422018348623854,0.6283662477558348,0.03751635887741748,0.05016029912995532,0.054378558093143556,0.04948615546714689,0.004471689701537772,objective_aware_sampling
5440,0.5635217708497942,0.6654879065888247,0.6530604566545946,0.034894651588015205,0.5581395348837209,0.6545454545454545,0.6434316353887399,0.036353060927730114,0.04426587503734675,0.05362575841281955,0.04899259460637993,0.004385511973722073,objective_aware_sampling
5640,0.5520009620009616,0.6673394495412857,0.6531655264432644,0.03518539997657422,0.5454545454545454,0.6545454545454545,0.6400000000000001,0.03634249164122692,0.04829694739741152,0.04445879228222299,0.041653494055773864,0.004039574859059837,objective_aware_sampling
5840,0.5473224985450558,0.665537948290243,0.6509350980003454,0.03547612299884558,0.5378787878787878,0.6454545454545455,0.6327985739750447,0.0369347099025738,0.04960684060046796,0.04611470858484157,0.043309539271640204,0.0042306054266324136,objective_aware_sampling
6040,0.5433033302502329,0.6673561301084248,0.6518953711863331,0.03550521390301701,0.5220588235294118,0.6454545454545455,0.6305506216696269,0.03708012214628472,0.049475535180158535,0.045096979826079825,0.04215222148656978,0.004112346629306386,objective_aware_sampling
6240,0.5497510117948088,0.6655379482902423,0.6512435943955025,0.03538886719718994,0.5303030303030303,0.6454545454545455,0.6266548984995588,0.03722553438999564,0.050152275912250056,0.049684925704380004,0.046253766200576016,0.0044350599051296334,objective_aware_sampling
6440,0.5391246966332183,0.6691909924937453,0.6528819093160735,0.035534254074613206,0.5035460992907801,0.6454545454545455,0.627763041556145,0.03708012214628472,0.05112109025374063,0.04862531481605171,0.04582150123105607,0.004497387070966855,objective_aware_sampling
6640,0.5428691978175884,0.6728273561301094,0.6565250262693623,0.035156283706115204,0.5070422535211268,0.6545454545454545,0.6360424028268552,0.037796191306876,0.05164201784043564,0.050850850627864944,0.04771331295661621,0.00462377812912703,objective_aware_sampling
6840,0.5429285198762339,0.6746288573811506,0.6581350538250195,0.03504002155458014,0.5140845070422535,0.6636363636363637,0.6426056338028169,0.03692397150748655,0.05043205294192767,0.040743092753861426,0.038900414286726116,0.003931260125353013,objective_aware_sampling
7040,0.533223058784488,0.6727773144286899,0.6550885673930856,0.03553441472776806,0.5,0.6636363636363637,0.6426056338028169,0.03706934147405146,0.04982760944621613,0.033540699799789436,0.03252405288312058,0.0034489099391671846,objective_aware_sampling
7240,0.5266192641662517,0.6727939949958294,0.6541907059958523,0.03576698976341347,0.4900662251655629,0.6605504587155964,0.6382978723404257,0.03736008140718128,0.04677177694308533,0.03233556507456386,0.03168466338443716,0.0034252283840868866,objective_aware_sampling
7440,0.5273275451869672,0.6782819015846541,0.6589311059554522,0.03538893484062351,0.4965986394557823,0.6697247706422018,0.6471631205673759,0.0369347099025738,0.0477000025278579,0.03437625424856102,0.03336853753952867,0.0035623857019296307,objective_aware_sampling
7640,0.5298768241014349,0.6764470391993325,0.6578608476502131,0.035388977117769546,0.4965986394557823,0.6697247706422018,0.6471631205673759,0.0369347099025738,0.04472143615797242,0.0309042072602459,0.030479085717634073,0.0032956573285643225,objective_aware_sampling
7840,0.5276985984932316,0.6801334445371139,0.6607576155111908,0.0352144316927412,0.4965986394557823,0.6697247706422018,0.6471631205673759,0.0369347099025738,0.04536790425893875,0.037331326793445224,0.03705511427148869,0.003937523513375909,objective_aware_sampling
8040,0.5153767544059438,0.6764470391993324,0.655569868413296,0.0359705669046088,0.4899328859060403,0.6636363636363637,0.6409130816505707,0.03794156127344091,0.05059066484804928,0.04054139059599738,0.04042242233748468,0.004296073751213257,objective_aware_sampling
8240,0.5190073564567189,0.6782985821517927,0.6577459361686588,0.03570880795507074,0.5,0.6636363636363637,0.6426056338028169,0.03750545137374618,0.05163702716220025,0.03854948084598817,0.039166865968143186,0.0042734340896497655,objective_aware_sampling
8440,0.5168176717152093,0.6728106755629695,0.6528800360738098,0.036115945326602894,0.503448275862069,0.6605504587155964,0.6360424028268551,0.03824342009597208,0.04929581482719276,0.04161920776688915,0.04211176946295147,0.004480017556435045,objective_aware_sampling
8640,0.5162547659103314,0.6746288573811514,0.6543029285608992,0.03602874025752236,0.5070422535211268,0.6605504587155964,0.6360424028268552,0.03808693124000582,0.050793322425021416,0.04142992912037719,0.0420478938851919,0.004484590640919151,objective_aware_sampling
8840,0.5145284548698489,0.6764637197664721,0.65534538518655,0.036028740257522326,0.5070422535211268,0.6697247706422018,0.6392294220665499,0.03780718336483932,0.052984024631557956,0.0410296119388065,0.040750859577578416,0.004357060373278162,objective_aware_sampling
9040,0.5073888255473933,0.672827356130108,0.6511886378063471,0.03655209750344364,0.4864864864864865,0.6545454545454545,0.6304728546409807,0.03866841110626545,0.053656926620620965,0.04086642926152972,0.041514245886433404,0.004565171730148366,objective_aware_sampling
9240,0.5087948805161674,0.676463719766472,0.6544004816772372,0.036290406197339184,0.48366013071895425,0.6605504587155964,0.6306306306306307,0.03765082134031109,0.05798056949066892,0.039978242567478714,0.04124685310766423,0.004632816287435016,objective_aware_sampling
9440,0.5068769504787711,0.6782985821517934,0.6555663550144715,0.03626129838230942,0.47096774193548385,0.6636363636363637,0.6375545851528385,0.038388832339683,0.0562806888502855,0.03534794903869398,0.03644421741536181,0.004181437994055935,objective_aware_sampling
9640,0.5062083367304573,0.6800834028356966,0.6567881714279774,0.036203243405404664,0.4774193548387097,0.6788990825688074,0.6462882096069869,0.03780718336483932,0.05757125176317518,0.033296870070412335,0.03355317888500903,0.003850693183143042,objective_aware_sampling
9840,0.503838990829659,0.6764303586321936,0.6534061880803393,0.03652312497528108,0.4774193548387097,0.6727272727272727,0.6451612903225805,0.03794156127344091,0.05591976772628078,0.028208609622609994,0.029703424429806512,0.003635962062090276,objective_aware_sampling
10040,0.5066661581163961,0.6800834028356963,0.6569906696111231,0.0361450954187787,0.48366013071895425,0.6727272727272727,0.6474190726159229,0.037661771121128396,0.0576862082648124,0.03985034270296223,0.03943566734023526,0.0043172482833564,objective_aware_sampling
240,0.12211586024721575,0.6779816513761461,0.4614590804017673,0.10555568414854101,0.12280701754385964,0.6513761467889908,0.45550847457627125,0.10106150937908973,0.016418669917491982,0.06501941915080098,0.02626299477685652,0.015891180197698113,uncertainty_sampling
440,0.376188653695205,0.553427856547124,0.486885735323426,0.06327432733202905,0.2358490566037736,0.48623853211009177,0.5033238366571701,0.06309056548916994,0.22540418742396293,0.11703119962614116,0.04649255537727089,0.017098537710767983,uncertainty_sampling
640,0.43639797824719595,0.5350792326939129,0.47332914504051404,0.06309929149210677,0.42105263157894735,0.5596330275229358,0.49938347718865594,0.05874654645921187,0.2440841305702374,0.15562702510812032,0.09392475301765404,0.021095947115341674,uncertainty_sampling
840,0.4276050402596767,0.5300750625521254,0.5005126804566941,0.05254522898919388,0.44274809160305345,0.5596330275229358,0.5173951828724352,0.04840819886611426,0.13573491396775098,0.14706717718198373,0.12258693028053352,0.010056840188084979,uncertainty_sampling
