num_items_queried,training_size_mean,proportion_positives_mean,precision_mean,recall_mean,f1_mean,training_size_median,precision_median,recall_median,f1_median,training_size_std,precision_std,recall_std,f1_std,sampling_strategy
10.0,10.0,0.5,0.1946828181442642,0.3371755520377774,0.234124725504806,10.0,0.11048450024827977,0.3180327868852459,0.15829255967965267,0.0,0.13317395531502133,0.15682445998911154,0.1307718648110332,uncertainty_sampling
60.0,45.8,0.32826202174393626,0.6021908485718251,0.25209814601164443,0.2668991020377297,47.5,0.6841011266385006,0.13345228193501651,0.21792929292929292,12.06279864339578,0.32929519980296373,0.2645937838247111,0.24503631244041255,uncertainty_sampling
110.0,87.7,0.43401684367581933,0.7317713981762279,0.35940409433607895,0.4649192857100747,96.0,0.8045937410278496,0.3693662633146414,0.5121990654336193,24.37234316004744,0.2172919165746968,0.14794402732928097,0.15644182756989583,uncertainty_sampling
160.0,136.6,0.5018170806811163,0.6727660035201596,0.5865554989133642,0.5902843716651445,146.0,0.7227788507967166,0.5478777065278635,0.5742045085133232,24.753002062600633,0.20568770772182485,0.1520277267129761,0.09434992677266958,uncertainty_sampling
210.0,186.6,0.49320449823237905,0.716237799920346,0.5808218185720802,0.6175141221982081,196.0,0.7482068004109768,0.5864157119476268,0.6534038371756516,24.753002062600633,0.20626520219072805,0.10873330759619838,0.11747233705676678,uncertainty_sampling
260.0,236.6,0.5014525116857148,0.7514727115533469,0.6575125432642001,0.6989311492446724,246.0,0.763382528152504,0.6762295081967213,0.7053551542709047,24.753002062600633,0.12226731457275099,0.05798269939858171,0.07928158265805917,uncertainty_sampling
310.0,286.6,0.4881513297655312,0.7890113709470861,0.6445888224088433,0.7036592029880715,296.0,0.7516776914965009,0.6737704918032787,0.7190996036910837,24.753002062600633,0.10110501984475229,0.09606257090602295,0.08007028124133327,uncertainty_sampling
360.0,336.6,0.494977703919136,0.7262306227613387,0.6650825038233478,0.6856751076043645,346.0,0.7241303952955067,0.6795081967213115,0.7139657901849493,24.753002062600633,0.1438009938554173,0.09805314432865958,0.09903807069556884,uncertainty_sampling
410.0,386.6,0.4857890866027817,0.7869155828753662,0.6745829196962786,0.7209173883667932,396.0,0.7668337314784455,0.7073770491803278,0.7340525971216687,24.753002062600633,0.09757743381488093,0.09462024608800416,0.07699278620004871,uncertainty_sampling
460.0,436.6,0.481190763497767,0.7919055996088258,0.6675356175042257,0.718352485621873,446.0,0.7952066476281135,0.6934426229508197,0.739192907008559,24.753002062600633,0.11469608189102733,0.09937126426186287,0.09104335764649385,uncertainty_sampling
510.0,486.6,0.4814502514847062,0.8063584898624276,0.6821196104209706,0.7341210276537855,496.0,0.7910155623295363,0.7221311475409835,0.7514533520862635,24.753002062600633,0.09160509101475406,0.10250094562168555,0.08618773046599928,uncertainty_sampling
560.0,536.6,0.48649727482448835,0.7941388805207001,0.6958879557833169,0.7371588843722321,546.0,0.8086732149151099,0.7295081967213115,0.7553731409153097,24.753002062600633,0.0795902010556318,0.1009330246331678,0.08069968483966411,uncertainty_sampling
610.0,586.6,0.4884704383286613,0.799313915463099,0.6965385956910198,0.7392902153282119,596.0,0.8064814814814816,0.7188524590163934,0.7570626676236165,24.753002062600633,0.08774848204747474,0.10561930264166121,0.08798302944883732,uncertainty_sampling
660.0,636.6,0.48942048754269807,0.7851005497769334,0.7014593115290708,0.7335020077117276,646.0,0.795047258979206,0.7360655737704918,0.754374861203642,24.753002062600633,0.11269542067098577,0.1112615324588468,0.09700194036013186,uncertainty_sampling
710.0,686.6,0.4851253260063143,0.795008987227877,0.7011368087789434,0.7389348206858171,696.0,0.7898941932688142,0.7434426229508196,0.7535332945059212,24.753002062600633,0.09347683636548873,0.1143297824530154,0.09322544048789241,uncertainty_sampling
760.0,736.6,0.4866984302921793,0.8002451981637855,0.7119519197231091,0.747995311994136,746.0,0.8000762305793524,0.7516393442622951,0.7573372231840939,24.753002062600633,0.08264680875485156,0.11062186607026704,0.0877674167468631,uncertainty_sampling
810.0,786.6,0.4880121721109864,0.8047380837096532,0.7206382978723405,0.7541132824096274,796.0,0.7971397051864471,0.759016393442623,0.772459604295291,24.753002062600633,0.0855001279950591,0.11242360613447612,0.08733843681587086,uncertainty_sampling
860.0,836.6,0.4869769614325872,0.7996830163013545,0.7167041399479487,0.7508104008626713,846.0,0.8041958041958042,0.7516393442622951,0.76896522809682,24.753002062600633,0.08342552995428647,0.10963659281711786,0.08800928601765971,uncertainty_sampling
