AL_switch_point_mean,AL_switch_point_median,AL_switch_point_std,active_learning_strategy,budget_per_item_mean,budget_per_item_median,budget_per_item_std,budget_spent_per_item_mean,budget_spent_per_item_median,budget_spent_per_item_std,f1_mean,f1_median,f1_std,fn_count_mean,fn_count_median,fn_count_std,fp_count_mean,fp_count_median,fp_count_std,loss_mean,loss_median,loss_std,precision_mean,precision_median,precision_std,recall_mean,recall_median,recall_std,screening_out_threshold
0.0,0.0,0.0,,3.0,3.0,0.0,2.0411,2.0411,0.007742092740338355,0.9596428837369964,0.960747663551402,0.006005426783841261,19.0,19.0,3.0912061651652345,2.6,2.5,0.966091783079296,0.01952,0.0194,0.003068405304243739,0.9900013841939456,0.9903966131907308,0.0036729888663445008,0.9311594202898552,0.9311594202898552,0.0112000223375552,0.99
0.1,0.1,1.4628472785736255e-17,random_sampling,3.0,3.0,0.0,1.76006,1.7464,0.07188039757510778,0.9409267935087876,0.9424022143117016,0.009189701350626148,28.7,28.5,5.417051268397268,2.3,2.0,1.8885620632287057,0.029160000000000002,0.028700000000000007,0.005186992277697056,0.9909231474544348,0.9919514170040488,0.0073057778450369435,0.8960144927536231,0.8967391304347826,0.01962699734926546,0.99
0.29999999999999993,0.3,5.851389114294502e-17,random_sampling,3.0,3.0,0.0,2.14882,2.1388,0.032960373514604256,0.9503394910540488,0.9496645021645024,0.008483766158452026,25.1,26.0,3.842742076521226,1.1,0.5,1.8529256146249733,0.02532,0.0261,0.003882954201807347,0.9956764262288004,0.998015873015873,0.007258753576620598,0.9090579710144928,0.9057971014492754,0.0139229785381204,0.99
0.5,0.5,0.0,random_sampling,3.0,3.0,0.0,2.6135200000000003,2.6129,0.012601305047053231,0.9577002444229344,0.9606579224240724,0.00938681003547158,20.8,19.5,4.962078417580906,1.7,1.5,1.2516655570345725,0.02114,0.0199,0.004893578558796324,0.9934269734394496,0.9941277660489484,0.004816154594523384,0.92463768115942,0.9293478260869564,0.01797854499123515,0.99
0.7000000000000001,0.7,1.1702778228589004e-16,random_sampling,3.0,3.0,0.0,3.0,3.0,0.0,0.7552935665901399,0.7153595113271995,0.12640676684620925,95.0,112.0,50.68201521907615,14.7,14.0,3.683295625749672,0.09794000000000004,0.1157,0.05073732353997401,0.9211021568036056,0.9181005799030326,0.02374175390648564,0.6557971014492753,0.5942028985507246,0.18363048992418896,0.99
0.0,0.0,0.0,,5.0,5.0,0.0,2.04068,2.0396,0.015742991385939903,0.959438297739032,0.9626829565429263,0.011577136176604264,19.8,18.5,5.88406511029766,1.8,2.0,1.0327955589886444,0.02016,0.0187,0.0058634839851784745,0.993042889723472,0.9923075785144748,0.003937715246661695,0.9282608695652174,0.9329710144927535,0.02131907648658572,0.99
0.1,0.1,1.4628472785736255e-17,random_sampling,5.0,5.0,0.0,1.90878,1.8955,0.03392022667639144,0.9461937298344312,0.94796992481203,0.010111036308594765,26.8,25.5,4.8488257455915145,1.5,1.0,1.2692955176439846,0.0271,0.0259,0.0048691774345251465,0.9940326609984986,0.9960072045650163,0.005033221454732429,0.9028985507246376,0.9076086956521738,0.017568209223157653,0.99
0.29999999999999993,0.3,5.851389114294502e-17,random_sampling,5.0,5.0,0.0,2.61442,2.6135,0.012203624233990669,0.9608224873922152,0.9637244721356872,0.009551507238292005,19.3,18.0,4.4733780424988785,1.6,1.5,1.2649110640673518,0.01962,0.0182,0.004535734658121978,0.9938077974433775,0.9942672167006767,0.004881567297030828,0.9300724637681159,0.9347826086956522,0.01620789145832927,0.99
0.5,0.5,0.0,random_sampling,5.0,5.0,0.0,3.43014,3.4289,0.015507145306456485,0.9659900219663128,0.9673211047565908,0.007564769122790371,16.2,16.5,2.573367875415838,2.1,1.0,3.3149493041204847,0.01662,0.0171,0.0026389391808073178,0.9921238085663184,0.9961612142646624,0.012231450507777,0.9413043478260869,0.9402173913043478,0.009323796650057385,0.99
0.7000000000000001,0.7,1.1702778228589004e-16,random_sampling,5.0,5.0,0.0,4.1528800000000015,4.1542,0.012741951708169778,0.9726656770852102,0.9724256319970804,0.0053027373304202615,12.4,12.5,3.2386554137309647,2.4,2.0,1.3498971154211057,0.01288,0.0129,0.0031058367990321424,0.9910275492002272,0.9923802612481858,0.004933242249276866,0.9550724637681158,0.9547101449275364,0.011734258745402031,0.99
0.0,0.0,0.0,,7.0,7.0,0.0,2.03844,2.0369,0.01328250311081792,0.9627940429631516,0.96365563005941,0.006873152397648283,18.3,18.0,3.233505150074073,1.6,1.0,1.0749676997731399,0.018619999999999998,0.0182,0.0032761088029686822,0.993836622097172,0.996138996138996,0.004155015535220766,0.9336956521739128,0.9347826086956522,0.011715598369833607,0.99
0.1,0.1,1.4628472785736255e-17,random_sampling,7.0,7.0,0.0,2.0621400000000003,2.0513000000000003,0.03530829930766982,0.9434963400117992,0.9436082255670976,0.006847294099140292,27.8,27.5,4.157990967870047,1.9,1.0,1.9119507199599983,0.02818,0.0276,0.003933276835752433,0.9925227142614954,0.9959514170040484,0.007419499230661088,0.8992753623188404,0.9003623188405797,0.015065184666195832,0.99
0.29999999999999993,0.3,5.851389114294502e-17,random_sampling,7.0,7.0,0.0,3.0550200000000003,3.0556,0.012771304640569112,0.9571270776046796,0.9558708394168306,0.006730410500715047,21.2,21.5,4.049691346263317,1.6,1.0,1.5776212754932308,0.021519999999999997,0.021900000000000003,0.003876080494520205,0.9938420926453186,0.996055211478012,0.00601549071583834,0.9231884057971014,0.9221014492753624,0.014672794732838109,0.99
